 Número Guia;Código;Receita;Data;Nome;CPF/CNPJ;Valor Previsto;Valor Lançado;Valor Arrecadado
37;1121011102;Taxa de Autorização de Funcionamento de Transporte;28/01/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;303.2
38;1910011100;Multas Previstas em Legislação de Trânsito;29/01/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;3189.16
39;1121011102;Taxa de Autorização de Funcionamento de Transporte;29/01/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;306.4
40;1910011100;Multas Previstas em Legislação de Trânsito;30/01/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2535.76
41;1121011102;Taxa de Autorização de Funcionamento de Transporte;30/01/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;99.6
42;1910011100;Multas Previstas em Legislação de Trânsito;31/01/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1428.62
43;1121011102;Taxa de Autorização de Funcionamento de Transporte;31/01/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;606.98
44;1321001103;Remuneração de Outros Depósitos de Recursos não vinculados;31/01/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;1000.00;0;7.51
45;1910011100;Multas Previstas em Legislação de Trânsito;03/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2428.88
46;1121011102;Taxa de Autorização de Funcionamento de Transporte;03/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;668.32
47;1990991100;Outras Receitas - Zona Azul;04/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;70000.00;0;3340.96
48;1910011100;Multas Previstas em Legislação de Trânsito;04/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1744.10
49;1121011102;Taxa de Autorização de Funcionamento de Transporte;04/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;374
50;1910011100;Multas Previstas em Legislação de Trânsito;05/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;4073.10
51;1121011102;Taxa de Autorização de Funcionamento de Transporte;05/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;641.45
52;1910011100;Multas Previstas em Legislação de Trânsito;06/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1875.03
53;1121011102;Taxa de Autorização de Funcionamento de Transporte;06/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;1127.40
54;1910011100;Multas Previstas em Legislação de Trânsito;07/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1687.30
55;1121011102;Taxa de Autorização de Funcionamento de Transporte;07/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;279.2
56;1121011102;Taxa de Autorização de Funcionamento de Transporte;10/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;539.6
57;1910011100;Multas Previstas em Legislação de Trânsito;11/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2487.45
58;1121011102;Taxa de Autorização de Funcionamento de Transporte;11/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;777.2
59;1910011100;Multas Previstas em Legislação de Trânsito;12/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;838.54
60;1121011102;Taxa de Autorização de Funcionamento de Transporte;12/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;2125.99
61;1910011100;Multas Previstas em Legislação de Trânsito;12/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;14097.31
62;1910011100;Multas Previstas em Legislação de Trânsito;13/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2157.10
63;1121011102;Taxa de Autorização de Funcionamento de Transporte;13/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;605.6
64;1910011100;Multas Previstas em Legislação de Trânsito;14/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;3029.95
65;1121011102;Taxa de Autorização de Funcionamento de Transporte;14/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;482
66;1910011100;Multas Previstas em Legislação de Trânsito;17/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2123.83
67;1121011102;Taxa de Autorização de Funcionamento de Transporte;17/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;506.9
68;1121011102;Taxa de Autorização de Funcionamento de Transporte;18/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;308.1
69;1910011100;Multas Previstas em Legislação de Trânsito;18/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;817.66
70;1910011100;Multas Previstas em Legislação de Trânsito;19/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1691.12
71;1121011102;Taxa de Autorização de Funcionamento de Transporte;19/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;40
72;1910011100;Multas Previstas em Legislação de Trânsito;20/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1651.83
73;1121011102;Taxa de Autorização de Funcionamento de Transporte;20/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;857.7
74;1910011100;Multas Previstas em Legislação de Trânsito;21/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1536.28
75;1121011102;Taxa de Autorização de Funcionamento de Transporte;21/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;1095.60
76;1910011100;Multas Previstas em Legislação de Trânsito;26/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2107.93
77;1910011100;Multas Previstas em Legislação de Trânsito;26/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1486.78
78;1121011102;Taxa de Autorização de Funcionamento de Transporte;26/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;520
79;1121011102;Taxa de Autorização de Funcionamento de Transporte;28/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;382.4
80;1321001103;Remuneração de Outros Depósitos de Recursos não vinculados;28/02/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;1000.00;0;9.98
81;1321001103;Remuneração de Outros Depósitos de Recursos não vinculados;28/02/2020;CAIXA ECONOMICA FEDERAL;00.360.305/0040-10;1000.00;0;0.45
82;1910011100;Multas Previstas em Legislação de Trânsito;02/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;395.68
83;1121011102;Taxa de Autorização de Funcionamento de Transporte;02/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;518.4
84;1910011100;Multas Previstas em Legislação de Trânsito;02/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;19357.09
85;1910011100;Multas Previstas em Legislação de Trânsito;03/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2493.10
86;1121011102;Taxa de Autorização de Funcionamento de Transporte;03/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;1234.40
87;1910011100;Multas Previstas em Legislação de Trânsito;04/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;3080.56
88;1121011102;Taxa de Autorização de Funcionamento de Transporte;04/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;453.6
89;1990991100;Outras Receitas - Zona Azul;05/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;70000.00;0;2707.53
90;1121011102;Taxa de Autorização de Funcionamento de Transporte;05/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;856.5
91;1910011100;Multas Previstas em Legislação de Trânsito;05/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1627.08
92;1121011102;Taxa de Autorização de Funcionamento de Transporte;05/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;349.2
93;1910011100;Multas Previstas em Legislação de Trânsito;06/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1975.29
94;1121011102;Taxa de Autorização de Funcionamento de Transporte;06/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;466
95;1910011100;Multas Previstas em Legislação de Trânsito;09/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;5945.35
96;1121011102;Taxa de Autorização de Funcionamento de Transporte;09/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;660
97;1910011100;Multas Previstas em Legislação de Trânsito;10/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1863.35
98;1121011102;Taxa de Autorização de Funcionamento de Transporte;10/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;661.6
99;1910011100;Multas Previstas em Legislação de Trânsito;11/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2178.07
100;1121011102;Taxa de Autorização de Funcionamento de Transporte;11/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;1373.22
101;1910011100;Multas Previstas em Legislação de Trânsito;12/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2495.97
102;1121011102;Taxa de Autorização de Funcionamento de Transporte;12/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;585.6
103;1910011100;Multas Previstas em Legislação de Trânsito;13/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2694.82
104;1121011102;Taxa de Autorização de Funcionamento de Transporte;13/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;798
105;1910011100;Multas Previstas em Legislação de Trânsito;16/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2514.67
106;1121011102;Taxa de Autorização de Funcionamento de Transporte;16/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;702.4
107;1910011100;Multas Previstas em Legislação de Trânsito;17/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1049.45
108;1121011102;Taxa de Autorização de Funcionamento de Transporte;17/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;974.8
109;1910011100;Multas Previstas em Legislação de Trânsito;18/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1405.52
110;1121011102;Taxa de Autorização de Funcionamento de Transporte;18/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;280.2
111;1910011100;Multas Previstas em Legislação de Trânsito;19/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2793.47
112;1121011102;Taxa de Autorização de Funcionamento de Transporte;19/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;919.2
113;1910011100;Multas Previstas em Legislação de Trânsito;20/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1178.15
114;1121011102;Taxa de Autorização de Funcionamento de Transporte;20/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;1316.70
115;1910011100;Multas Previstas em Legislação de Trânsito;23/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2271.67
116;1121011102;Taxa de Autorização de Funcionamento de Transporte;23/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;223.2
117;1910011100;Multas Previstas em Legislação de Trânsito;24/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;287.67
118;1910011100;Multas Previstas em Legislação de Trânsito;25/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;795.35
119;1910011100;Multas Previstas em Legislação de Trânsito;26/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;111.59
120;1910011100;Multas Previstas em Legislação de Trânsito;27/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;135.07
121;1910011100;Multas Previstas em Legislação de Trânsito;30/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;135.07
122;1910011100;Multas Previstas em Legislação de Trânsito;31/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;309.09
123;1321001103;Remuneração de Outros Depósitos de Recursos não vinculados;31/03/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;1000.00;0;7.43
124;1910011100;Multas Previstas em Legislação de Trânsito;01/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;669.21
125;1910011100;Multas Previstas em Legislação de Trânsito;02/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;3002.60
126;1910011100;Multas Previstas em Legislação de Trânsito;03/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1993.53
127;1910011100;Multas Previstas em Legislação de Trânsito;06/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1662.61
128;1910011100;Multas Previstas em Legislação de Trânsito;07/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;512.63
129;1910011100;Multas Previstas em Legislação de Trânsito;08/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;135.07
130;1910011100;Multas Previstas em Legislação de Trânsito;13/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;383.75
131;1910011100;Multas Previstas em Legislação de Trânsito;14/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;470.99
132;1910011100;Multas Previstas em Legislação de Trânsito;14/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;305.62
133;1910011100;Multas Previstas em Legislação de Trânsito;17/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;930.53
134;1910011100;Multas Previstas em Legislação de Trânsito;22/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;270.14
135;1910011100;Multas Previstas em Legislação de Trânsito;23/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;985.79
136;1910011100;Multas Previstas em Legislação de Trânsito;23/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;179.95
137;1910011100;Multas Previstas em Legislação de Trânsito;23/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;15601.37
138;1910011100;Multas Previstas em Legislação de Trânsito;27/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;174.02
139;1910011100;Multas Previstas em Legislação de Trânsito;28/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;378.21
140;1910011100;Multas Previstas em Legislação de Trânsito;29/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1905.61
141;1910011100;Multas Previstas em Legislação de Trânsito;30/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1989.08
142;1321001103;Remuneração de Outros Depósitos de Recursos não vinculados;30/04/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;1000.00;0;1.7
143;1910011100;Multas Previstas em Legislação de Trânsito;04/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1500.86
144;1910011100;Multas Previstas em Legislação de Trânsito;05/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1163.19
145;1910011100;Multas Previstas em Legislação de Trânsito;07/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;526.26
146;1910011100;Multas Previstas em Legislação de Trânsito;08/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;872.23
147;1910011100;Multas Previstas em Legislação de Trânsito;11/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;269.06
148;1910011100;Multas Previstas em Legislação de Trânsito;12/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;476.33
149;1910011100;Multas Previstas em Legislação de Trânsito;12/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;42474.44
150;1910011100;Multas Previstas em Legislação de Trânsito;13/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;926.26
151;1910011100;Multas Previstas em Legislação de Trânsito;14/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2446.42
152;1910011100;Multas Previstas em Legislação de Trânsito;14/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1946.60
153;1910011100;Multas Previstas em Legislação de Trânsito;15/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1118.54
154;1910011100;Multas Previstas em Legislação de Trânsito;18/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1108.49
155;1910011100;Multas Previstas em Legislação de Trânsito;19/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;774.16
156;1910011100;Multas Previstas em Legislação de Trânsito;21/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;735.57
157;1910011100;Multas Previstas em Legislação de Trânsito;22/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1481.33
158;1910011100;Multas Previstas em Legislação de Trânsito;25/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1149.61
159;1910011100;Multas Previstas em Legislação de Trânsito;26/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;633.81
160;1121011102;Taxa de Autorização de Funcionamento de Transporte;26/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;311.6
161;1910011100;Multas Previstas em Legislação de Trânsito;26/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;17637.82
162;1910011100;Multas Previstas em Legislação de Trânsito;27/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;570.07
163;1910011100;Multas Previstas em Legislação de Trânsito;28/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;918.27
164;1121011102;Taxa de Autorização de Funcionamento de Transporte;28/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;100
165;1910011100;Multas Previstas em Legislação de Trânsito;29/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2686.53
166;1321001103;Remuneração de Outros Depósitos de Recursos não vinculados;29/05/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;1000.00;0;1.4
167;1910011100;Multas Previstas em Legislação de Trânsito;01/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2191.66
168;1910011100;Multas Previstas em Legislação de Trânsito;02/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2064.12
169;1910011100;Multas Previstas em Legislação de Trânsito;03/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;4146.76
170;1121011102;Taxa de Autorização de Funcionamento de Transporte;03/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;167.2
171;1121011102;Taxa de Autorização de Funcionamento de Transporte;04/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;239.2
172;1910011100;Multas Previstas em Legislação de Trânsito;04/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;3412.75
173;1910011100;Multas Previstas em Legislação de Trânsito;05/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;620.94
174;1121011102;Taxa de Autorização de Funcionamento de Transporte;05/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;83.6
175;1910011100;Multas Previstas em Legislação de Trânsito;08/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1483.48
176;1910011100;Multas Previstas em Legislação de Trânsito;09/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;823.88
177;1910011100;Multas Previstas em Legislação de Trânsito;10/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1111.51
178;1121011102;Taxa de Autorização de Funcionamento de Transporte;10/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;530.4
179;1910011100;Multas Previstas em Legislação de Trânsito;12/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1696.85
180;1121011102;Taxa de Autorização de Funcionamento de Transporte;12/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;99.6
181;1910011100;Multas Previstas em Legislação de Trânsito;15/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1533.14
182;1910011100;Multas Previstas em Legislação de Trânsito;15/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1093.11
183;1910011100;Multas Previstas em Legislação de Trânsito;17/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1642.07
184;1121011102;Taxa de Autorização de Funcionamento de Transporte;17/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;414.4
185;1910011100;Multas Previstas em Legislação de Trânsito;18/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1032.41
186;1910011100;Multas Previstas em Legislação de Trânsito;19/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1530.11
187;1910011100;Multas Previstas em Legislação de Trânsito;22/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1186.74
188;1910011100;Multas Previstas em Legislação de Trânsito;23/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1481.04
189;1121011102;Taxa de Autorização de Funcionamento de Transporte;22/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;483.4
190;1910011100;Multas Previstas em Legislação de Trânsito;23/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;16039.64
191;1910011100;Multas Previstas em Legislação de Trânsito;25/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1777.90
192;1910011100;Multas Previstas em Legislação de Trânsito;25/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;1634.68
193;1910011100;Multas Previstas em Legislação de Trânsito;26/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;610000.00;0;2039.86
194;1121011102;Taxa de Autorização de Funcionamento de Transporte;26/06/2020;BANCO DO BRASIL S/A;00.000.000/0099-03;167000.00;0;1792.40
